Title,Time,Artist,Album,Genre,Plays
Thunder / Young Dumb & Broke (Medley),4:11,Imagine Dragons & Khalid,Thunder / Young Dumb & Broke (Medley) - Single,Alternative,35
The Time (Dirty Bit),5:08,Black Eyed Peas,The Beginning (Deluxe),Pop,
Titli,5:51,Chinmayi Sripada & Gopi Sundar,Chennai Express (Original Motion Picture Soundtrack),Bollywood,
Titliaan (feat. Harrdy Sandhu & Sargun Mehta),3:15,Afsana Khan,Titliaan (feat. Harrdy Sandhu & Sargun Mehta) - Single,Punjabi,3
Too Much,3:17,Carly Rae Jepsen,Dedicated,Pop,32
Tooh,4:21,"Vishal & Shekhar, Mika Singh & Mamta Sharma",Gori Tere Pyaar Mein (Original Motion Picture Soundtrack),Bollywood,5
Toosie Slide,4:07,Drake,Toosie Slide - Single,Hip-Hop/Rap,20
Torn Apart,3:06,Eredaze,Torn Apart - Single,Hip-Hop/Rap,1
Tou Suno,3:56,Qasim Ben Tariq,Tou Suno - Single,Pop,
Touch Down 2 Cause Hell (Bow Bow Bow),2:46,Hd4president,Touch Down 2 Cause Hell  (Bow Bow Bow) - Single,Hip-Hop/Rap,1
Touch It (Gun Boosted),2:58,Midi Blosso,Touch It (Gun Boosted) - Single,Electronic,
Toxic,3:04,AP Dhillon & Intense,Toxic - Single,R&B/Soul,16
Toxic,4:26,Badshah & Payal Dev,Toxic - Single,Indian Pop,
Toxic Pony,3:18,"ALTÉGO, Britney Spears & Ginuwine",Toxic Pony - Single,Pop,4
Tra Tra,1:17,Nfasis,Tra Tra - Single,Urbano latino,5
Traag (feat. Jozo & Kraantje Pappie),3:10,Bizzey,Traag (feat. Jozo & Kraantje Pappie) - Single,Hip-Hop/Rap,133
Treat You Better,3:08,Shawn Mendes,Illuminate (Deluxe),Pop,10
Trika Trika,2:49,Faydee,Trika Trika (feat. Antonia) - Single,Pop,78
"Trippy Trippy (From ""Bhoomi"")",3:34,"Neha Kakkar, Benny Dayal, Brijesh Shandilya, Badshah & Sachin-Jigar","Trippy Trippy (From ""Bhoomi"") - Single",Bollywood,1
Tu AakeDekhle,4:30,King,The Carnival,Pop,202
Tu Hai Ki Nahi,5:34,Ankit Tiwari,Roy (Original Motion Picture Soundtrack),Bollywood,11
Tu Hi Hai,3:20,Amit Trivedi & Arijit Singh,Dear Zindagi (Original Motion Picture Soundtrack),Bollywood,1
"Tu Hi Hai (From ""Dear Zindagi"")",3:20,Arijit Singh & Amit Trivedi,Your's Truly Arijit,Bollywood,1
Tu Hi Mera,4:33,Pritam & Shafqat Amanat Ali,Jannat 2 (Original Motion Picture Soundtrack),Bollywood,1
Tu Hi Re,7:15,Hariharan & Kavita Krishnamurthy,Bombay (Original Motion Picture Soundtrack),Bollywood,3
Tu Hi Toh Hai (Kunal Version),4:04,Kunal Ganjawala,Holiday - A Soldier Is Never off Duty (Original Motion Picture Soundtrack),Bollywood,
Tu Hoti Toh,5:34,Bharat Chauhan,Tu Hoti Toh - Single,Alternative,4
Tu Jaane Na,5:42,Pritam & Atif Aslam,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Bollywood,
Tu Mera Bhai Nahi Hai,2:37,Gandhharv Sachdeav & Raftaar,Fukrey Returns (Original Motion Picture Soundtrack),Bollywood,
Tu Meri,4:17,Vishal-Shekhar & Vishal Dadlani,Bang Bang (Original Motion Picture Soundtrack),Bollywood,3
Tu nazm nazm sa mere,3:47,Xama Lodhi,Tu nazm nazm sa mere - Single,Latin,27
Tu Online Hai,4:32,Mimi Teddy,"Funzoa Songs, Vol. 1 - EP",Indie Pop,1
Tu Phir Se Soch,1:49,Dino James,Tu Phir Se Soch - Single,Indian Pop,
Tu Tu Hai Wohi (The Unwind Mix),5:16,Jonita Gandhi,Bollywood Unwind 2,Bollywood,
Tujhe Bhula Diya,4:39,"Mohit Chauhan, Shekhar Ravjiani & Shruti Pathak",Anjaana Anjaani (Original Motion Picture Soundtrack),Bollywood,16
Tujhe Kitna Chahne Lage,4:45,Arijit Singh,Kabir Singh (Original Motion Picture Soundtrack),Bollywood,60
Tujhe Sochta Hoon,5:14,Pritam & KK,Jannat 2 (Original Motion Picture Soundtrack),Bollywood,2
Tujhko Jo Paaya,3:05,Pritam & Mohit Chauhan,Crook (Original Motion Picture Soundtrack),Bollywood,3
Tujhse Naraz Nahi Zindagi,3:58,Sanam,Rewind With Sanam,Indian Pop,2
Tujhse Naraz Nahi Zindagi,3:58,SANAM,Tujhse Naraz Nahi Zindagi - Single,Indian Pop,4
"Tum Hi Aana (From ""Marjaavaan"")",4:09,Payal Dev & Jubin Nautiyal,"Tum Hi Aana (From ""Marjaavaan"") - Single",Bollywood,28
Tum Hi Ho,4:22,Arijit Singh,Aashiqui 2 (Original Motion Picture Soundtrack),Bollywood,85
Tum Hi Ho Bandhu,4:44,Neeraj Shridhar & Kavita Seth,Cocktail (Original Motion Picture Soundtrack),Bollywood,
Tum Ho,5:17,Mohit Chauhan & Suzanne D'Mello,Rockstar (Original Motion Picture Soundtrack),Bollywood,1
Tum Jab Paas,3:56,Prateek Kuhad,Tum Jab Paas - Single,Indian Folk,39
"Tum Par Hum Hai Atke (From ""Pagalpanti"")",2:59,"Neha Kakkar, Mika Singh & Tanishk Bagchi","Tum Par Hum Hai Atke (From ""Pagalpanti"") - Single",Bollywood,
Tum Se Hi,5:21,Mohit Chauhan,Jab We Met (Original Motion Picture Soundtrack),Bollywood,
Tumhare Aane Se,3:29,Ashu Shukla,Tumhare Aane Se - Single,Singer/Songwriter,6
Tumhe Jo Maine Dekha,5:41,Abhijeet Bhattacharya & Shreya Ghoshal,Main Hoon Na (Original Motion Picture Soundtrack),Bollywood,1
Tumse Milke Dil Ka,5:59,Sonu Nigam & Sabri Brothers,Main Hoon Na (Original Motion Picture Soundtrack),Bollywood,
Tunak Tunak Tun,5:03,Daler Mehndi,Tunak Tunak Tun,Indian Pop,2
Tune Jo Na Kaha,5:10,Mohit Chauhan,New York (Original Motion Picture Soundtrack),Bollywood,1
Tune Kaha,3:37,Prateek Kuhad,Tune Kaha - Single,Pop,21
Tune Maari Entriyaan,5:13,"Bappi Lahiri, KK, Neeti Mohan & Vishal Dadlani",Gunday (Original Motion Picture Soundtrack),Bollywood,4
Twist,4:59,Neeraj Shridhar,Love Aaj Kal (Original Motion Picture Soundtrack),Bollywood,8
Ucha Lamba Kad,4:39,Anand Raj Anand,Welcome (Original Motion Picture Soundtrack),Bollywood,14
Uchiyaan Dewaraan,3:48,Bilal Saeed & Momina Mustehsan,Uchiyaan Dewaraan - Single,Regional Indian,
Udd Gaye (Bacardi House Party Sessions),3:00,Ritviz,Udd Gaye (Bacardi House Party Sessions) - Single,Indian Pop,20
"Ullu Ka Pattha (From ""Jagga Jasoos"")",3:31,"Arijit Singh, Nikhita Gandhi & Pritam","Ullu Ka Pattha (From ""Jagga Jasoos"") - Single",Bollywood,3
Umbrella (feat. JAY-Z),4:36,Rihanna,Good Girl Gone Bad: Reloaded,Pop,
Unforgettable,3:32,Talwiinder,Unforgettable - Single,Worldwide,23
Unforgettable (feat. Swae Lee),3:54,French Montana,Jungle Rules,Hip-Hop/Rap,1
Up,2:37,Cardi B,Up - Single,Hip-Hop/Rap,
Uptown Funk (feat. Bruno Mars),4:30,Mark Ronson,Uptown Special,Pop,15
Uska Hi Banana,5:27,Arijit Singh,1920 Evil Returns (Original Motion Picture Soundtrack) - EP,Bollywood,
Vaaste,3:16,Dhvani Bhanushali & Nikhil D'Souza,Vaaste - Single,Indian Pop,115
Vacation,3:30,Dirty Heads,Vacation - Single,Alternative,1
Ve Maahi,3:44,Arijit Singh & Asees Kaur,Kesari (Original Motion Picture Soundtrack),Bollywood,2
"Veer Vaar (From ""Sardaarji"")",2:22,Diljit Dosanjh & Tarunam,Best Punjabi Hits 2014-15 Movies,Punjabi,31
Veerey Di Wedding (Jhankar),3:37,Mika Singh,Entertainment (Jhankar) [Original Motion Picture Soundtrack] - Single,Bollywood,3
Virah,3:00,Shankar-Ehsaan-Loy & Shankar Mahadevan,Bandish Bandits (Original Motion Picture Soundtrack),Bollywood,46
Voodoo,3:18,"Badshah, J Balvin & Tainy",Voodoo - Single,Pop,
Waalian,3:26,Harnoor,Waalian - Single,Punjabi,35
Wah Wai Wahh,2:56,Neha Kakkar & Sukh-E Muzical Doctorz,Wah Wai Wahh - Single,Indian Pop,91
Wake Me Up,4:10,Avicii,TRUE,House,4
The Wakhra Song,3:16,"Navv Inder, Lisa Mishra & Raja Kumari",Judgementall Hai Kya (Original Motion Picture Soundtrack) - EP,Bollywood,3
Wakhra Swag (feat. Badshah),3:11,Navv Inder,Wakhra Swag (feat. Badshah) - Single,Indian Pop,4
Wants and Needs (feat. Lil Baby),3:13,Drake,Scary Hours 2,Hip-Hop/Rap,
WAP (feat. Megan Thee Stallion),3:08,Cardi B,WAP (feat. Megan Thee Stallion) - Single,Hip-Hop/Rap,28
Waqt Ki Baatein,4:03,Dream Note,Waqt Ki Baatein - Single,Indian,
Was He Slow? (Music From the Motion Picture Baby Driver),1:47,Kid Koala,Baby Driver (Music from the Motion Picture),Alternative,21
Wasabi,2:35,Little Mix,LM5 (Deluxe),Pop,2
Wasting Angels (feat. The Kid LAROI),4:03,Post Malone,Twelve Carat Toothache,Hip-Hop/Rap,
Water Fountain,3:39,Alec Benjamin,Narrated for You,Pop,2
Watermelon Sugar,2:54,Harry Styles,Fine Line,Pop,2
Wavin' Flag (Coca-Cola Celebration Mix),3:33,K'naan,Troubadour (Champion Edition),Hip-Hop/Rap,8
We Don’t Talk Anymore (feat. Selena Gomez),3:38,Charlie Puth,Nine Track Mind,Pop,4
WE ROLLIN,3:19,Shubh,WE ROLLIN - Single,Regional Indian,22
We Rollin (Slowed + Reverb),3:54,Desi Munde & Desi Group,We Rollin (Slowed + Reverb) - Single,Hip-Hop/Rap,3
We Will Rock You,2:02,Queen,The Platinum Collection,Rock,1
Weekend,2:41,Diljit Dosanjh,Con.Fi.Den.Tial,Indian Pop,1
What If I Told You That I Love You,3:14,Ali Gatie,What If I Told You That I Love You - Single,Pop,28
What Makes You Beautiful,3:19,One Direction,Up All Night,Pop,1
What You Know Bout Love,2:40,Pop Smoke,Shoot For The Stars Aim For The Moon,Hip-Hop/Rap,
Whats Goin' On,4:41,"Vishal-Shekhar, Kunal Ganjawala & Sunidhi Chauhan",Salaam Namaste (Original Motion Picture Soundtrack),Bollywood,1
when the party's over,3:16,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,30
When We Were Kids,3:14,"Bangers Only, Zeegs, Preston Pablo & SauceOnly","Bangers Only, Vol. 1",Hip-Hop/Rap,10
Where Baby Where (feat. Amanda Cerny),3:05,Gippy Grewal,Where Baby Where (feat. Amanda Cerny) - Single,Indian Pop,1
White Iverson,4:17,Post Malone,Stoney,Hip-Hop/Rap,27
Who the Fuck Is Alice (Live),3:55,Smokie,Who the Fuck Is Alice (Live) - Single,Rock,
"Why This Kolaveri Di? (From ""3"") [The Soup of Love]",4:20,Anirudh Ravichander & Dhanush,Mass Level: Anirudh Ravichander,Tamil,20
Wiggle (feat. Snoop Dogg),3:13,Jason Derulo,Platinum Hits,Pop,24
Wipe It Down,1:38,BMW KENNY,Wipe It Down - Single,Hip-Hop/Rap,4
Wishlist (feat. Kaprila),3:31,Dino James,Wishlist (feat. Kaprila) - Single,Indian Pop,23
Wo Ladki,4:13,Arijit Singh,Andhadhun (Original Motion Picture Soundtrack),Bollywood,7
Woah (feat. D3Mstreet),2:04,KRYPTO9095,Woah (feat. D3Mstreet) - Single,Hip-Hop/Rap,11
Wolves,3:18,Selena Gomez & Marshmello,Wolves - Single,Pop,1
"Woofer (feat. Snoop Dogg, Zora Randhawa & Nargis Fakhri)",2:52,Dr Zeus,"Woofer (feat. Snoop Dogg, Zora Randhawa & Nargis Fakhri) - Single",Indian Pop,27
Words,4:02,Boyzone,A Different Beat,Pop,7
Work (feat. Drake),3:39,Rihanna,ANTI (Deluxe),Pop,8
Worth It (feat. Kid Ink),3:45,Fifth Harmony,Reflection (Deluxe),Pop,5
Wow.,2:30,Post Malone,Wow. - Single,Hip-Hop/Rap,1
Wrapped Around Your Finger,3:14,Post Malone,Twelve Carat Toothache,Hip-Hop/Rap,
X,2:54,Nicky Jam & J Balvin,Íntimo,Latin Urban,117
Yaadein,6:24,Dino James,Yaadein - Single,Hip-Hop/Rap,3
Yaar Anmule,4:36,Sharry Maan,Yaar Anmulle,Indian Pop,3
Yaariyaan (Male Vocals),6:14,Mohan Kanan,Cocktail (Original Motion Picture Soundtrack),Bollywood,
Yaarr Ni Milyaa,5:10,"Harrdy Sandhu, B. Praak & Jaani",Yaarr Ni Milyaa - Single,Punjabi Pop,
Yalgaar,3:16,CarryMinati & Wily Frenzy,Yalgaar - Single,Indian Pop,7
The Yard,3:30,Trolle Siebenhaar,Couple Therapy,Pop,
Ye Ishq Hai,4:41,Pritam & Shreya Ghoshal,Jab We Met (Original Motion Picture Soundtrack),Bollywood,4
Yeh Baby,3:05,Garry Sandhu,Yeh Baby - Single,Regional Indian,230
Yeh Baby (Refix Version),3:14,Garry Sandhu,Yeh Baby (Refix Version) - Single,Regional Indian,81
Yeh Fitoor Mera,4:43,Arijit Singh,Fitoor (Original Motion Picture Soundtrack),Bollywood,2
Yeh Ishq Hai,4:40,Arijit Singh,Rangoon (Original Motion Picture Soundtrack),Bollywood,
Yeh Jism,3:51,Ali Azmat,Jism 2 (Original Motion Picture Soundtrack),Bollywood,4
Yeh Ladka Hai Allah,5:27,"Jatin - Lalit, Udit Narayan & Alka Yagnik",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Bollywood,1
Yeh Pal,4:08,Prateek Kuhad,Raat Raazi - EP,Indian Pop,1
Yeh Raaten Yeh Mausam,3:29,SANAM & Simran Shgal,Music Therapy - Soulful Music,Bollywood,
Yo Voy (feat. Daddy Yankee),3:52,Zion & Lennox,Motivando a la Yal,Urbano latino,
You Belong With Me,3:51,Taylor Swift,Fearless (Platinum Edition),Pop,3
You Got Me Like,3:20,SHAED & snny,MELT,Alternative,1
you should see me in a crown,3:01,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,2
You're Perfect,3:17,Charly Black,You're Perfect - Single,Dance,
Young Dumb & Broke,3:23,Khalid,American Teen,R&B/Soul,63
Young Shahrukh,2:39,Tesher,Young Shahrukh - Single,Hip-Hop/Rap,3
"Young, Wild & Free (feat. Bruno Mars)",3:27,Snoop Dogg & Wiz Khalifa,"Young, Wild & Free (feat. Bruno Mars) - Single",Hip-Hop/Rap,
Yrn (Remix),4:24,Eduardo Luzquiños & EZRA,Yrn (Remix) - Single,Electronic,
Yucky Blucky Fruitcake,4:36,Iamdoechii,Yucky Blucky Fruitcake - Single,Alternative,
Yummy,3:30,Justin Bieber,Yummy - Single,Pop,38
Zaalima,4:59,Arijit Singh & Harshdeep Kaur,Raees (Original Motion Picture Soundtrack),Bollywood,2
Zara Zara,4:58,Bombay S. Jayashri,Rehnaa Hai Terre Dil Mein (Original Motion Picture Soundtrack),Bollywood,
Zara Zara,3:25,JalRaj,Zara Zara - Single,Singer/Songwriter,10
Zara Zara Touch Me,4:46,"Monali Thakur, Earl Edgar & Pritam",Race (Original Motion Picture Soundtrack),Bollywood,1
Zaroorat,6:09,Mustafa Zahid,Ek Villain (Original Motion Picture Soundtrack),Bollywood,11
Zehnaseeb,3:37,"Vishal & Shekhar, Chinmayi Sripaada & Shekhar Ravjiani",Hasee Toh Phasee (Original Motion Picture Soundtrack),Bollywood,6
Zinda,3:31,Shankar Ehsaan Loy & Siddharth Mahadevan,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Bollywood,1
Zingaat,3:47,Ajay-Atul,Dhadak (Original Motion Picture Soundtrack) - EP,Bollywood,
Zoobi Doobi,4:06,Sonu Nigam & Shreya Ghoshal,3 Idiots (Original Motion Picture Soundtrack),Bollywood,1
スガ-,1:52,自身の男,スガ- - Single,Pop,1
水管工,4:31,熊学勤,水管工 - Single,Mandopop,1
3 Peg,3:24,Sharry Maan & Mista Baaz,3 Peg - Single,Punjabi Pop,48
4 Men Down,3:09,Millind Gaba,4 Men Down - Single,Indian Pop,55
5 Taara,2:58,Diljit Dosanjh,Do Gabru - Diljit Dosanjh & Akhil,Indian Pop,4
8 Parche (feat. Gur Sidhu),3:30,Baani Sandhu,8 Parche (feat. Gur Sidhu) - Single,Punjabi Pop,66
10 Freaky Girls (feat. 21 Savage),3:28,Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Hip-Hop/Rap,
16 Shots,3:45,Stefflon Don,Real Ting Mixtape,Hip-Hop/Rap,35
50 Ways to Say Goodbye,4:08,Train,California 37,Pop,8
295,4:30,Sidhu Moose Wala,Moosetape,Indian Pop,4
3005,3:54,Childish Gambino,Because the Internet,Hip-Hop/Rap,15
